Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
10980,2648,489,70,31,9999,0,1289,0,3852,4965,4,3,1478,490,2000,0,0,71,72,50,0,141,0,0,2,1440,1584,2922,872,0,69,18,23,38,30,69,34,33,31,28,0,0,12145,579,0,392,88,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
11980,2648,489,70,31,9999,0,1272,0,3852,4899,3,3,1478,490,2000,0,0,72,72,34,0,5,0,0,2,1440,1584,2826,878,0,37,44,42,50,55,33,37,30,22,28,0,0,12145,579,0,392,88,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12980,2648,489,70,31,9999,0,1373,0,3852,5288,3,3,1382,490,2000,0,0,72,72,33,0,0,0,0,0,1440,1584,2716,886,0,28,35,33,31,38,28,15,26,22,27,0,0,12145,579,0,392,88,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
13981,2648,489,70,31,9999,0,1500,0,3852,7500,3,4,1382,525,2000,0,0,39,72,45,0,8,38,0,0,2016,2224,9296,1680,0,94,44,41,44,41,94,81,73,38,69,0,0,12145,579,0,392,88,481,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
14983,2648,489,70,31,9999,0,1500,0,3852,6321,4,4,1382,525,2000,0,0,65,72,55,0,44,7,0,0,2016,2224,11352,1759,0,95,28,41,33,50,76,77,95,38,58,0,0,12145,579,0,392,88,481,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
15981,2648,489,70,31,9999,0,1500,0,3852,6779,4,4,1478,525,2000,0,0,37,72,55,0,31,39,0,0,2016,2224,11546,1747,0,63,44,30,56,44,50,50,63,50,73,0,0,12145,579,0,392,88,481,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
16982,2648,489,70,31,9999,0,1500,0,3852,7168,4,4,1478,525,2000,0,0,72,72,54,0,56,8,0,0,2016,2224,11356,1707,0,54,57,63,63,52,35,54,45,36,91,0,0,12145,579,0,392,88,481,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
17981,2648,489,70,31,9999,0,1500,0,3852,6949,4,4,1478,525,2000,0,0,72,72,54,0,72,0,0,0,2016,2224,10923,1690,0,56,44,23,35,27,56,36,42,35,90,0,0,12145,579,0,392,88,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
18982,2648,489,70,31,9999,0,1500,0,3852,6656,4,4,1478,525,2000,0,0,71,72,46,0,18,2,0,0,2016,2224,10365,1694,0,50,33,38,33,29,33,42,50,35,88,0,0,12145,579,0,392,88,481,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
20021,1507,1721,70,31,9999,0,1500,0,3820,6352,4,4,1478,525,2000,0,0,72,72,44,0,0,0,0,0,2016,2224,10307,1725,0,44,33,25,39,35,43,31,44,31,88,0,0,14842,1829,0,1585,118,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
20983,1507,1721,70,31,9999,0,1500,0,3820,6375,4,4,1478,525,2000,0,0,72,72,44,0,0,0,0,0,2016,2224,10321,1767,0,47,66,76,72,69,47,33,47,35,87,0,0,14842,1829,0,1585,118,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
21982,1507,1721,70,31,9999,0,1500,0,3820,6027,4,4,1478,525,2000,0,0,72,72,43,0,0,0,0,2,2016,2224,10201,1790,0,56,35,33,31,36,47,50,56,27,87,0,0,14842,1829,0,1585,118,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
22982,1507,1721,70,31,9999,0,1322,0,3820,5050,4,4,1478,525,2000,0,0,72,72,43,0,0,23,0,2,2016,2224,23199,1663,0,54,39,39,44,50,54,19,21,45,30,0,0,14842,1829,0,1585,118,1704,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
23982,1507,1721,70,31,9999,0,1440,0,3820,5500,4,4,1478,525,2000,0,0,36,72,47,0,29,19,0,2,1440,1584,3964,813,0,43,23,17,22,26,35,34,43,19,42,0,0,14842,1829,0,1585,118,1704,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
24982,1507,1721,70,31,9999,0,1394,0,3820,5325,4,4,1478,525,2000,0,0,70,72,38,0,0,0,0,2,1440,1584,5816,826,0,38,17,26,6,17,36,38,25,5,32,0,0,14842,1829,0,1585,118,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
25983,1507,1721,70,31,9999,0,1340,0,3844,5150,4,4,1478,525,2000,0,0,65,72,37,0,21,12,0,2,1440,1584,4710,846,0,36,25,27,31,35,36,15,36,11,41,0,0,14842,1829,0,1585,118,1704,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
26983,1507,1721,70,32,9999,0,1497,0,3844,5754,4,4,1478,525,1353,0,0,71,72,38,0,37,17,0,2,1440,1584,5497,886,0,50,33,29,31,50,16,42,50,27,44,0,0,14842,1829,0,1585,118,1704,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
27982,1507,1721,70,32,9999,0,1500,0,3844,5877,4,4,1478,525,2000,0,0,58,72,44,0,7,3,0,2,1440,1584,5458,1363,0,43,33,39,35,36,43,34,38,38,53,0,0,14842,1829,0,1585,118,1704,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
28982,1507,1721,70,32,9999,0,1495,0,3832,5728,4,4,1478,525,2000,0,0,72,72,42,0,0,0,0,2,1440,1584,5757,1346,0,54,23,31,23,23,15,29,54,45,52,0,0,14842,1829,0,1585,118,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
29983,1507,1721,70,32,9999,0,1500,0,3825,6081,4,4,1478,525,2000,0,0,72,72,39,1,0,0,0,2,1440,1584,4644,1626,0,52,39,33,29,39,45,39,52,31,47,0,0,14842,1829,0,1585,118,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
30983,1507,1721,70,32,9999,0,1487,0,3825,5687,4,4,1478,525,2000,0,0,72,72,38,0,0,0,0,2,1440,1584,5375,1730,0,56,28,50,54,50,31,56,42,38,53,0,0,14842,1829,0,1585,118,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
31983,1507,1721,70,32,9999,0,1500,0,3825,5974,4,3,1478,490,2000,0,0,72,72,40,0,0,0,0,2,1440,1584,5916,1614,300,50,37,47,38,47,50,21,47,35,59,0,0,14842,1829,0,1585,118,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,100
32984,1507,1721,70,32,9999,0,1461,0,3825,5588,4,3,1478,490,2000,0,0,73,72,39,0,0,0,0,2,1440,1584,5154,1805,294,45,35,47,39,35,16,44,45,38,53,0,0,14842,1829,0,1585,118,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,100
33983,1507,1721,70,32,9999,0,1447,0,3825,5534,4,3,1478,490,2000,0,0,72,72,39,0,0,0,0,2,1440,1584,3608,1817,306,43,61,60,75,76,43,43,41,35,43,0,0,14842,1829,0,1585,118,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,100
34489,1507,1721,70,32,9999,0,1500,0,3825,6196,4,3,1478,490,2000,0,0,72,72,34,0,0,0,0,2,1440,1584,3602,1800,299,47,42,47,18,29,47,34,45,36,43,0,0,14842,1829,0,1585,118,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,100
39017,1515,1731,70,32,9999,0,1432,0,3825,5477,4,4,1478,525,2000,0,0,23,72,33,1,0,1,0,2,1440,1584,65535,725,0,13,39,36,42,27,9,13,13,11,10,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,100
39979,1515,1731,70,32,9999,0,1343,0,3843,5161,4,3,1478,525,2000,0,0,8,72,53,0,5,63,0,2,1440,1584,0,968,0,41,50,42,50,50,41,37,39,21,20,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,100
40980,1515,1731,70,32,9999,0,1283,0,3843,4930,4,3,1478,490,2000,0,0,71,72,35,0,21,0,0,2,1440,1584,0,1135,0,43,33,47,23,18,10,33,43,15,30,0,0,14856,1848,0,1593,113,1707,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,100
41980,1515,1731,70,32,9999,0,1500,0,3831,5800,4,3,1478,490,2000,0,0,71,72,38,0,4,2,0,2,1440,1584,5428,1620,0,39,33,33,31,39,31,39,38,14,49,0,0,14856,1848,0,1593,113,1707,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,100
42980,1515,1731,70,32,9999,0,1484,0,3831,5685,4,3,1478,490,2000,0,0,70,72,39,0,0,2,0,2,1440,1584,5725,1844,0,57,80,85,85,86,47,47,57,50,55,0,0,14856,1848,0,1593,113,1707,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,100
43981,1515,1731,70,32,9999,0,1459,0,3831,5589,4,3,1478,490,2000,0,0,72,72,37,0,0,0,0,2,1440,1584,5173,1812,0,38,60,55,57,55,31,33,38,45,51,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,100
44980,1515,1731,70,32,9999,0,1500,0,3831,5895,4,3,1478,490,2000,0,0,72,72,37,0,0,0,0,2,1440,1584,5227,1816,415,50,50,33,44,42,31,19,50,31,55,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,100
45980,1515,1731,70,32,9999,0,1500,0,3831,5892,4,3,1478,490,2000,0,0,72,72,37,0,0,0,0,2,1440,1584,5484,1808,444,50,41,52,38,38,39,40,50,33,58,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,100
46980,1515,1731,70,32,9999,0,1500,0,3831,5880,4,3,1478,490,2000,0,0,72,72,36,0,0,0,0,2,1440,1584,5568,1813,305,42,52,44,44,47,21,42,42,35,57,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,100
47981,1515,1731,70,32,9999,0,1500,0,3831,5899,4,3,1478,490,2000,0,0,73,72,36,0,0,0,0,2,1440,1584,5566,1811,310,44,43,47,52,57,21,40,44,38,58,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,100
48981,1515,1731,70,32,9999,0,1437,0,3831,5505,3,3,1382,490,2000,0,0,71,72,35,0,0,1,0,2,1440,1584,4894,1357,0,36,55,47,57,68,35,27,36,31,47,0,0,14856,1848,0,1593,113,1707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
49981,1515,1731,70,32,9999,0,1431,0,3835,5487,3,3,1382,490,2000,0,0,72,72,33,0,0,0,0,2,1440,1584,5462,1365,0,46,33,39,29,39,36,46,34,21,51,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
50981,1515,1731,70,32,9999,0,1474,0,3835,5652,3,3,1382,490,2000,0,0,72,72,33,0,0,0,0,2,1440,1584,5300,1375,0,43,38,50,50,38,43,31,43,25,49,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
51982,1515,1731,70,32,9999,0,1458,0,3835,5591,3,3,1382,490,2000,0,0,72,72,32,0,1,1,0,2,1440,1584,4971,1385,0,36,44,52,42,52,36,21,33,31,47,0,0,14856,1848,0,1593,113,1707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
52981,1515,1731,70,32,9999,0,1451,0,3835,5564,3,3,1382,490,2000,0,0,72,72,31,0,0,0,0,2,1440,1584,5005,1374,0,40,60,60,66,60,12,25,40,22,47,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,100
53981,1515,1731,70,32,9999,0,1439,0,3835,5518,3,3,1382,490,2000,0,0,72,72,31,0,0,0,0,2,1440,1584,4855,1365,0,43,54,59,59,56,26,19,43,22,47,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,100
54981,1515,1731,70,32,9999,0,1428,0,3835,5476,3,3,1382,490,2000,0,0,72,72,31,0,0,0,0,2,1440,1584,4726,1374,0,41,35,29,40,55,31,28,41,17,46,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,100
55981,1515,1731,70,32,9999,0,1468,0,3835,5629,3,3,1382,490,2000,0,0,72,72,31,0,0,0,0,2,1440,1584,5092,1380,0,41,47,29,36,56,33,41,22,31,49,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,100
56981,1515,1731,70,32,9999,0,1447,0,3835,5549,3,3,1382,490,2000,0,0,72,72,31,0,0,0,0,2,1440,1584,5519,1373,0,35,35,38,41,48,27,35,26,36,51,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
57981,1515,1731,70,32,9999,0,1416,0,3836,5431,3,3,1382,490,2000,0,0,72,72,31,0,0,0,0,2,1440,1584,5364,1393,0,42,52,54,52,56,42,26,42,25,50,0,0,14856,1848,0,1593,113,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
59019,1505,1731,70,32,9999,0,1410,0,3836,5408,3,3,1382,490,2000,0,0,72,72,31,0,0,0,0,2,1440,1584,5378,1364,0,51,42,36,36,38,50,42,51,30,50,0,0,14873,1847,0,1595,111,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
59982,1505,1731,70,32,9999,0,1423,0,3835,5457,3,3,1382,490,2000,0,0,72,72,32,0,0,0,0,2,1440,1584,5521,1823,0,45,22,39,33,36,36,45,35,25,53,0,0,14873,1847,0,1595,111,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
60981,1505,1731,70,32,9999,0,1499,0,3835,5748,3,3,1382,490,2000,0,0,72,72,32,0,0,0,0,2,1440,1584,4790,1811,0,40,39,30,41,36,33,28,40,26,50,0,0,14873,1847,0,1595,111,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
61982,1505,1731,70,32,9999,0,1469,0,3835,5633,3,3,1382,490,2000,0,0,72,72,31,0,0,0,0,2,1440,1584,5066,1801,295,43,55,50,42,44,35,27,43,28,54,0,0,14873,1847,0,1595,111,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,100
62982,1505,1731,70,32,9999,0,1479,0,3835,5671,3,3,1382,490,2000,0,0,72,72,33,0,0,0,0,2,1440,1584,5081,1807,295,38,36,44,47,50,33,38,37,31,54,0,0,14873,1847,0,1595,111,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,100
63982,1505,1731,70,32,9999,0,1494,0,3835,5729,3,3,1382,490,2000,0,0,72,72,32,0,0,0,0,2,1440,1584,5052,1797,291,42,50,47,44,36,33,40,42,26,54,0,0,14873,1847,0,1595,111,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,100
64982,1505,1731,70,32,9999,0,1453,0,3835,5572,3,3,1382,490,2000,0,0,72,72,31,0,0,0,0,2,1440,1584,5168,1814,298,40,31,17,30,43,34,23,40,39,56,0,0,14873,1847,0,1595,111,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,100
