Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
29975,1855,1272,88,35,9999,0,1424,0,4072,5798,4,4,1382,525,2000,1,1,73,72,46,0,72,0,15,4,1440,1584,4634,966,0,54,22,31,16,25,26,23,54,25,43,0,0,51286,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
30976,1855,1272,88,35,9999,0,1425,0,4072,5802,4,4,1286,525,2000,1,1,73,72,47,0,72,0,39,4,1440,1584,4794,1176,290,44,7,33,13,25,44,40,42,21,45,0,0,51286,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,100
31977,1855,1272,88,35,9999,0,1423,0,4072,5794,4,4,825,525,2000,1,1,72,72,49,0,72,0,37,4,1440,1584,5108,1470,283,54,39,33,29,40,30,36,54,21,49,0,0,51286,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,100
32976,1855,1272,88,35,9999,0,1489,0,4072,6063,4,4,1382,525,2000,1,1,71,72,45,0,73,1,76,4,1440,1584,4920,1463,273,47,38,33,33,23,30,39,47,22,49,0,0,51286,1394,0,1088,168,1257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,100
33977,1855,1272,88,35,9999,0,1463,0,4072,5957,4,4,1382,525,2000,1,1,73,72,45,0,73,0,48,4,1440,1584,4538,1454,287,44,36,31,39,31,44,38,38,23,48,0,0,51286,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,100
34977,1855,1272,88,35,9999,0,1436,0,4072,5847,4,4,1286,525,2000,1,1,73,72,44,0,69,0,40,4,1440,1584,4054,1340,206,57,36,29,19,36,38,30,57,5,42,0,0,51286,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,100
35977,1855,1272,88,35,9999,0,1416,0,4072,5765,4,4,940,525,2000,1,1,73,72,46,0,72,0,169,4,1440,1584,4146,1231,272,54,31,31,26,31,22,35,54,16,40,0,0,51286,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,100
36977,1855,1272,88,35,9999,0,1425,0,4072,5802,4,4,1382,525,2000,1,1,72,72,49,0,72,0,103,4,1440,1584,4663,982,0,42,6,21,21,16,39,21,42,19,42,0,0,51286,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
37976,1855,1272,88,35,9999,0,1500,0,4072,6165,4,4,1056,525,2000,1,1,73,72,50,0,72,0,61,4,1440,1584,4920,1489,279,50,35,25,26,35,19,16,50,19,50,0,0,51286,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,100
38977,1855,1272,88,35,9999,0,1500,0,4072,6140,4,4,1478,525,2000,1,1,72,72,47,0,73,0,71,4,1440,1584,4969,1471,277,45,33,35,29,23,19,23,45,33,50,0,0,51286,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,100
39999,1854,1272,88,35,9999,0,1500,0,4066,6225,4,4,1478,525,2000,1,1,73,72,44,0,73,0,21,4,1440,1584,5007,1476,276,42,39,18,38,31,23,11,42,23,51,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,100
40976,1854,1272,88,35,9999,0,1462,0,4066,5944,4,4,1478,525,2000,1,1,73,72,45,0,73,0,15,4,1440,1584,4542,1464,279,44,36,23,39,31,15,19,44,21,48,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,100
41976,1854,1272,88,35,9999,0,1451,0,4066,5899,4,4,1478,525,1555,1,1,73,72,46,0,73,0,41,4,1440,1584,4405,1465,281,33,43,31,42,35,19,21,33,14,46,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,100
42976,1854,1272,88,35,9999,0,1500,0,4066,6139,4,4,1478,525,1555,1,1,73,72,45,0,73,0,72,4,1440,1584,5020,1491,273,36,36,36,26,31,19,28,36,15,50,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,100
43977,1854,1272,88,35,9999,0,1500,0,4066,6147,4,4,1478,525,1555,1,1,73,72,45,0,73,0,92,4,1440,1584,4923,1470,274,31,36,42,25,42,28,25,31,14,50,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,100
44977,1854,1272,88,35,9999,0,1478,0,4066,6009,4,4,1478,525,1555,1,1,73,72,45,0,73,0,70,4,1440,1584,4341,1471,279,50,33,29,29,27,10,50,12,22,46,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,100
45977,1854,1272,88,35,9999,0,1472,0,4066,5985,4,4,1478,525,1555,1,1,73,72,46,0,72,0,180,4,1440,1584,4902,1476,277,42,33,35,36,31,19,27,42,22,50,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,100
46977,1854,1272,88,35,9999,0,1485,0,4066,6038,4,4,1478,525,1555,1,1,72,72,44,0,72,0,117,4,1440,1584,4743,1475,269,47,31,25,35,35,31,15,47,15,50,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,100
47978,1854,1272,88,35,9999,0,1500,0,4066,6566,4,4,1478,525,2000,1,1,72,72,45,0,73,0,78,4,1440,1584,5317,4888,289,39,44,52,37,47,28,27,39,19,75,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,289,100
48977,1854,1272,88,35,9999,0,1500,0,4066,6310,4,4,1478,525,2000,1,1,73,72,50,0,69,1,75,4,1440,1584,4582,4886,293,43,35,29,35,36,43,16,31,28,74,0,0,51201,1394,0,1088,168,1257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,293,100
49977,1854,1272,88,36,9999,0,1500,0,4060,6362,4,4,1478,525,2000,1,1,73,72,51,0,73,0,115,4,1440,1584,5040,4410,280,35,36,39,31,33,26,35,30,16,72,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,280,100
50978,1854,1272,88,36,9999,0,1500,0,4060,6540,4,4,1478,525,2000,1,1,72,72,50,0,73,0,56,4,1440,1584,3738,3849,279,47,54,55,47,44,47,42,44,31,59,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,279,100
51978,1854,1272,88,36,9999,0,1500,0,4060,6146,4,4,1478,525,2000,1,1,72,72,49,0,72,0,24,4,1440,1584,5101,1486,276,38,45,45,39,39,30,38,33,25,50,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,100
52978,1854,1272,88,36,9999,0,1500,0,4060,6309,4,4,1478,525,2000,1,1,73,72,44,0,73,0,38,4,1440,1584,4687,1473,275,36,50,38,36,52,16,36,35,27,48,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,100
53978,1854,1272,88,36,9999,0,1492,0,4060,6057,4,4,1478,525,1555,1,1,73,72,46,0,73,0,72,4,1440,1584,4691,1474,267,31,35,38,18,42,31,30,25,15,48,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,100
54978,1854,1272,88,36,9999,0,1441,0,4060,5850,4,4,1478,525,1555,1,1,73,72,44,0,73,0,33,4,1440,1584,4310,1472,282,39,35,31,31,52,27,27,39,19,46,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,100
55979,1854,1272,88,36,9999,0,1432,0,4060,5813,4,4,1478,525,1555,1,1,73,72,45,0,73,0,29,4,1440,1584,4457,1476,278,39,42,45,38,31,25,15,39,33,46,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,100
56978,1854,1272,88,36,9999,0,1462,0,4060,5935,4,4,1478,525,1555,1,1,73,72,44,0,73,0,2,4,1440,1584,4734,1481,283,35,39,45,45,27,22,25,35,31,49,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,100
57978,1854,1272,88,36,9999,0,1500,0,4060,6090,4,4,1478,525,1555,1,1,73,72,45,0,73,0,37,4,1440,1584,4883,1478,275,42,44,35,36,47,42,26,21,0,49,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,100
58978,1854,1272,88,36,9999,0,1500,0,4060,6146,4,4,1478,525,1555,1,1,73,72,45,0,73,0,37,4,1440,1584,4802,1482,277,44,54,60,52,38,28,23,44,21,49,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,100
60001,1842,1272,88,36,9999,0,1500,0,4062,6125,4,4,1478,525,1804,1,1,73,72,45,0,73,0,13,4,1440,1584,4882,1478,276,47,33,39,29,31,21,5,47,19,50,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,100
60978,1842,1272,88,36,9999,0,1467,0,4062,5958,4,4,1478,525,2000,1,1,73,72,45,0,73,0,37,4,1440,1584,4339,1486,286,40,38,31,35,40,21,16,40,15,47,0,0,51201,1394,0,1088,168,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,100
