Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
32998,2090,1112,96,27,9999,0,1382,0,4190,5790,2,3,1171,490,1804,1,1,72,72,45,0,72,0,11,2,1440,1584,9945,819,0,71,16,28,11,5,71,30,38,10,74,0,0,8832,1240,0,1092,7,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
33998,2090,1112,96,27,9999,0,1091,0,4190,4571,2,3,1171,490,1804,1,1,72,72,45,0,66,0,44,2,1440,1584,9871,827,0,89,21,26,23,17,42,33,89,0,79,0,0,8832,1240,0,1092,7,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
34998,2090,1112,96,27,9999,0,1113,0,4190,4663,2,3,1171,490,2000,1,1,72,72,44,0,70,0,58,2,1440,1584,9932,858,0,95,11,26,25,26,39,22,95,19,77,0,0,8832,1240,0,1092,7,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
35998,2090,1112,96,27,9999,0,1093,0,4190,4579,2,3,1171,490,1555,1,1,72,72,45,0,67,0,74,2,1440,1584,9069,830,0,69,25,28,11,27,30,69,50,18,74,0,0,8832,1240,0,1092,7,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
36998,2090,1112,96,27,9999,0,1020,0,4190,4273,2,3,1171,490,2000,1,1,72,72,45,0,72,0,17,2,1440,1584,6948,830,0,60,30,21,28,23,47,60,52,18,60,0,0,8832,1240,0,1092,7,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
37999,2090,1112,96,27,9999,0,1083,0,4190,4537,2,3,1171,490,2000,1,1,72,72,45,0,72,0,6,2,1440,1584,6936,853,0,85,17,31,27,25,30,33,85,5,57,0,0,8832,1240,0,1092,7,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
38999,2090,1112,96,27,9999,0,1110,0,4190,4650,2,3,1171,490,1555,1,1,72,72,45,0,72,0,11,2,1440,1584,6886,844,0,72,17,23,21,21,47,30,72,14,58,0,0,8832,1240,0,1092,7,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
40038,1234,2033,96,27,9999,0,1054,0,4187,4413,2,3,1171,490,2000,1,1,72,72,46,0,72,0,10,2,1440,1584,7690,830,0,64,35,30,33,33,59,33,64,19,62,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
41000,1234,2033,96,27,9999,0,1194,0,4187,4999,2,3,1171,490,1555,1,1,72,72,46,0,72,0,48,2,1440,1584,7035,838,0,82,28,28,16,25,38,38,82,29,60,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
41999,1234,2033,96,27,9999,0,1056,0,4187,4421,2,3,1171,490,2000,1,1,72,72,45,0,72,0,46,2,1440,1584,6986,813,0,64,15,16,23,23,31,50,64,14,58,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
43003,1234,2033,96,27,9999,0,1167,0,4187,4886,2,3,1171,490,2000,1,1,72,72,45,0,72,0,80,2,1440,1584,7198,839,0,94,25,21,5,11,34,94,30,19,60,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
43999,1234,2033,96,27,9999,0,1058,0,4187,4429,2,3,1171,490,2000,1,1,72,72,44,0,72,0,75,2,1440,1584,7568,830,0,95,30,35,35,39,95,31,16,22,63,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
44999,1234,2033,96,27,9999,0,974,0,4187,4078,2,3,1171,490,2000,1,1,72,72,45,0,72,0,24,2,1440,1584,7540,817,0,30,30,36,25,27,5,30,13,18,61,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
45999,1234,2033,96,27,9999,0,970,0,4187,4061,2,3,1171,490,1555,1,1,72,72,45,0,72,0,4,2,1440,1584,7384,816,0,30,27,15,30,11,9,30,9,14,61,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
46999,1234,2033,96,27,9999,0,1048,0,4187,4387,2,3,1171,490,1555,1,1,72,72,44,0,72,0,2,2,1440,1584,7521,820,0,33,33,21,15,25,9,33,5,21,62,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
48000,1234,2033,96,27,9999,0,964,0,4187,4036,2,3,1171,490,1555,1,1,72,72,44,0,72,0,16,2,1440,1584,7339,820,0,36,25,27,28,19,36,5,0,19,59,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
48999,1234,2033,96,27,9999,0,1062,0,4187,4446,2,3,1171,490,2000,1,1,72,72,45,0,71,0,31,2,1440,1584,7142,827,0,33,19,39,19,30,33,0,0,18,59,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
50000,1234,2033,96,27,9999,0,975,0,4192,4087,2,3,1171,490,2000,1,1,72,72,45,0,72,0,44,2,1440,1584,7523,824,0,19,21,43,15,30,14,19,10,5,60,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
51000,1234,2033,96,27,9999,0,963,0,4192,4036,2,3,1171,490,1555,1,1,72,72,45,0,72,0,21,2,1440,1584,7416,818,0,30,26,25,26,11,30,9,5,14,60,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
52000,1234,2033,96,27,9999,0,964,0,4192,4041,2,3,1171,490,1555,1,1,72,72,45,0,72,0,13,2,1440,1584,7488,821,0,33,33,30,23,25,0,33,5,18,61,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
53000,1234,2033,96,27,9999,0,974,0,4192,4083,2,3,1171,490,1555,1,1,72,72,45,0,72,0,8,2,1440,1584,7488,814,0,30,17,11,21,30,5,0,30,5,61,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
54000,1234,2033,96,27,9999,0,980,0,4192,4108,2,3,1171,490,1555,1,1,72,72,45,0,72,0,15,2,1440,1584,7517,824,0,19,31,30,14,25,19,0,5,10,62,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
55000,1234,2033,96,27,9999,0,944,0,4192,3957,2,3,1171,490,1555,1,1,72,72,45,0,72,0,17,2,1440,1584,7005,834,0,23,31,33,21,30,0,23,5,10,58,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
56000,1234,2033,96,27,9999,0,937,0,4192,3927,2,3,1171,490,1555,1,1,72,72,45,0,72,0,70,2,1440,1584,7006,829,0,18,28,33,14,19,18,18,13,14,58,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
57000,1234,2033,96,27,9999,0,1035,0,4192,4338,2,3,1171,490,1555,1,1,72,72,44,0,69,0,6,2,1440,1584,10356,823,0,28,31,23,14,19,5,28,5,0,78,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
58000,1234,2033,96,27,9999,0,1148,0,4192,4812,2,4,1171,525,1555,1,1,72,72,45,1,51,0,51,2,1440,1584,8732,849,0,35,30,14,23,15,9,0,35,0,72,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
59000,1234,2033,96,27,9999,0,1152,0,4192,4829,2,4,1171,525,1555,1,1,72,72,45,0,71,0,42,2,1440,1584,8644,829,0,42,22,15,19,15,9,5,42,5,69,0,0,10023,2151,0,2017,5,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
60042,1066,2194,96,27,9999,0,1128,0,4185,4720,2,3,1171,525,1555,1,1,72,72,44,0,72,0,91,2,1440,1584,8406,855,0,38,30,21,26,25,38,10,14,14,68,0,0,10444,2312,0,2178,5,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
61000,1066,2194,96,27,9999,0,1130,0,4185,4729,2,3,1171,490,1555,1,1,72,72,44,0,72,0,68,2,1440,1584,8638,871,0,36,21,25,23,14,36,14,5,5,70,0,0,10444,2312,0,2178,5,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
62000,1066,2194,96,27,9999,0,1214,0,4185,5080,2,3,1171,490,1555,1,1,72,72,45,0,72,0,108,2,1440,1584,9155,858,0,30,19,21,23,27,9,30,19,14,73,0,0,10444,2312,0,2178,5,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
